fiscal_year,fiscal_period,fiscal_period_name,cost_center_id,cost_center_name,department_name,gl_account_id,gl_account_name,pnl_category,actual_amount,budget_amount,variance_amount,variance_pct,variance_direction,is_material,variance_driver,variance_driver_detail,driver_confidence,prior_period_variance_amount,variance_change_vs_prior,variance_trend_direction,rolling_3_period_variance,period_close_status,has_late_posting,late_posting_amount,late_posting_period_count,data_maturity_level,explanation_readiness,finance_signoff_flag
2024,5,FY24-P05,CC5001,Customer Success,Operations,6900,Office Expenses,Opex,85532.08,84575.0,957.08,0.011316298705948809,Unfavorable,False,Timing,Timing,Medium,-855.96,1813.04,Stable,957.08,Hard Closed,False,0.0,0,Final,Ready,True
2024,5,FY24-P05,CC5001,Customer Success,Operations,7000,Data & Analytics Tools,Opex,151054.49,149250.0,1804.49,0.012090398198847989,Unfavorable,False,Timing,Timing,Medium,-1083.82,2888.31,Stable,1804.49,Hard Closed,False,0.0,0,Final,Ready,True
2024,5,FY24-P05,CC5002,Support Operations,Operations,6100,Paid Advertising,Opex,296508.09,298500.0,-1991.91,-0.006673057306940303,Favorable,False,Timing,Timing,Medium,2325.77,-4317.68,Stable,-1991.91,Hard Closed,False,0.0,0,Final,Ready,True
2024,5,FY24-P05,CC5002,Support Operations,Operations,6200,Cloud Infrastructure,Opex,596906.3,597000.0,-93.7,-0.0001569551891107135,Favorable,False,Timing,Timing,Medium,6999.95,-7093.65,Stable,-93.7,Hard Closed,False,0.0,0,Final,Ready,True
2024,5,FY24-P05,CC5002,Support Operations,Operations,6300,Professional Services,Opex,176086.42,179100.0,-3013.58,-0.016826267455871537,Favorable,False,Timing,Timing,Medium,-5780.72,2767.1400000000003,Stable,-3013.58,Hard Closed,False,0.0,0,Final,Ready,True
2024,5,FY24-P05,CC5002,Support Operations,Operations,6400,Travel & Entertainment,Opex,97517.86,89550.0,7967.86,0.08897668909052517,Unfavorable,True,Rate,Rate,High,-1538.6,9506.46,Stable,7967.86,Hard Closed,False,0.0,0,Final,Ready,True
2024,5,FY24-P05,CC5002,Support Operations,Operations,6500,Software Licenses,Opex,211421.9,218900.0,-7478.1,-0.03416215795957234,Favorable,False,Timing,Timing,Medium,2727.97,-10206.07,Stable,-7478.1,Hard Closed,False,0.0,0,Final,Ready,True
2024,5,FY24-P05,CC5002,Support Operations,Operations,6600,Contractors,Opex,247548.15,248750.0,-1201.85,-0.004831560006367121,Favorable,False,Timing,Timing,Medium,27818.2,-29020.05,Stable,-1201.85,Hard Closed,False,0.0,0,Final,Ready,True
2024,5,FY24-P05,CC5002,Support Operations,Operations,6700,Employee Benefits,Opex,388576.09,398000.0,-9423.91,-0.023678158914928107,Favorable,False,Timing,Timing,Medium,5183.23,-14607.14,Stable,-9423.91,Hard Closed,False,0.0,0,Final,Ready,True
2024,5,FY24-P05,CC5002,Support Operations,Operations,6800,Training & Development,Opex,68605.71,69650.0,-1044.29,-0.014993400060245358,Favorable,False,Timing,Timing,Medium,5447.94,-6492.23,Stable,-1044.29,Hard Closed,False,0.0,0,Final,Ready,True
2024,5,FY24-P05,CC5002,Support Operations,Operations,6900,Office Expenses,Opex,86159.6,84575.0,1584.6,0.01873598038436374,Unfavorable,False,Timing,Timing,Medium,1405.87,178.73000000000002,Stable,1584.6,Hard Closed,False,0.0,0,Final,Ready,True
2024,5,FY24-P05,CC5002,Support Operations,Operations,7000,Data & Analytics Tools,Opex,166939.48,149250.0,17689.48,0.11852244767489281,Unfavorable,True,Volume,Volume,High,699.99,16989.489999999998,Stable,17689.48,Hard Closed,False,0.0,0,Final,Ready,True
2024,5,FY24-P05,CC5003,IT Operations,Operations,6100,Paid Advertising,Opex,298857.73,298500.0,357.73,0.0011984107265777671,Unfavorable,False,Timing,Timing,Medium,-4075.4,4433.13,Stable,357.73,Hard Closed,False,0.0,0,Final,Ready,True
2024,5,FY24-P05,CC5003,IT Operations,Operations,6200,Cloud Infrastructure,Opex,584665.4,597000.0,-12334.6,-0.020660971125082632,Favorable,False,Timing,Timing,Medium,9638.52,-21973.120000000003,Stable,-12334.6,Hard Closed,False,0.0,0,Final,Ready,True
2024,5,FY24-P05,CC5003,IT Operations,Operations,6300,Professional Services,Opex,178377.81,179100.0,-722.19,-0.004032319040346816,Favorable,False,Timing,Timing,Medium,21353.68,-22075.87,Stable,-722.19,Hard Closed,False,0.0,0,Final,Ready,True
2024,5,FY24-P05,CC5003,IT Operations,Operations,6400,Travel & Entertainment,Opex,86330.54,89550.0,-3219.46,-0.03595157665597678,Favorable,False,Timing,Timing,Medium,-545.96,-2673.5,Stable,-3219.46,Hard Closed,False,0.0,0,Final,Ready,True
2024,5,FY24-P05,CC5003,IT Operations,Operations,6500,Software Licenses,Opex,243383.93,218900.0,24483.93,0.11184983102174584,Unfavorable,True,Rate,Rate,High,-2394.1,26878.03,Stable,24483.93,Hard Closed,False,0.0,0,Final,Ready,True
2024,5,FY24-P05,CC5003,IT Operations,Operations,6600,Contractors,Opex,256019.62,248750.0,7269.62,0.02922460013765741,Unfavorable,False,Timing,Timing,Medium,-5658.99,12928.61,Stable,7269.62,Hard Closed,False,0.0,0,Final,Ready,True
2024,5,FY24-P05,CC5003,IT Operations,Operations,6700,Employee Benefits,Opex,392505.56,398000.0,-5494.44,-0.013805134335904405,Favorable,False,Timing,Timing,Medium,35313.8,-40808.240000000005,Stable,-5494.44,Hard Closed,False,0.0,0,Final,Ready,True
2024,5,FY24-P05,CC5003,IT Operations,Operations,6800,Training & Development,Opex,68606.45,69650.0,-1043.55,-0.014982806331018159,Favorable,False,Timing,Timing,Medium,-7886.49,6842.94,Stable,-1043.55,Hard Closed,False,0.0,0,Final,Ready,True
2024,5,FY24-P05,CC5003,IT Operations,Operations,6900,Office Expenses,Opex,84563.26,84575.0,-11.74,-0.0001387566352072933,Favorable,False,Timing,Timing,Medium,-2685.12,2673.38,Stable,-11.74,Hard Closed,False,0.0,0,Final,Ready,True
2024,5,FY24-P05,CC5003,IT Operations,Operations,7000,Data & Analytics Tools,Opex,149235.19,149250.0,-14.81,-9.922332818766699e-05,Favorable,False,Timing,Timing,Medium,3981.22,-3996.0299999999997,Stable,-14.81,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC1001,Marketing Paid Media,Marketing,6100,Paid Advertising,Opex,314264.82,330000.0,-15735.18,-0.0476823701783649,Favorable,False,Rate,Rate,Medium,25555.83,-41291.01,Stable,-15735.18,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC1001,Marketing Paid Media,Marketing,6200,Cloud Infrastructure,Opex,690801.32,660000.0,30801.32,0.04666866305524754,Unfavorable,False,Volume,Volume,Medium,79692.09,-48890.77,Stable,30801.32,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC1001,Marketing Paid Media,Marketing,6300,Professional Services,Opex,189063.43,198000.0,-8936.57,-0.04513418670703441,Favorable,False,Rate,Rate,Medium,-6811.57,-2125.0,Stable,-8936.57,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC1001,Marketing Paid Media,Marketing,6400,Travel & Entertainment,Opex,102785.16,99000.0,3785.16,0.038233947636820115,Unfavorable,False,Timing,Timing,Medium,1899.63,1885.5299999999997,Stable,3785.16,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC1001,Marketing Paid Media,Marketing,6500,Software Licenses,Opex,241288.2,242000.0,-711.8,-0.0029413146631804277,Favorable,False,Timing,Timing,Medium,9695.55,-10407.349999999999,Stable,-711.8,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC1001,Marketing Paid Media,Marketing,6600,Contractors,Opex,284547.24,275000.0,9547.24,0.03471723653934679,Unfavorable,False,Timing,Timing,Medium,-3713.11,13260.35,Stable,9547.24,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC1001,Marketing Paid Media,Marketing,6700,Employee Benefits,Opex,456828.05,440000.0,16828.05,0.03824557309185929,Unfavorable,False,Timing,Timing,Medium,20558.59,-3730.540000000001,Stable,16828.05,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC1001,Marketing Paid Media,Marketing,6800,Training & Development,Opex,79031.7,77000.0,2031.7,0.02638567641619896,Unfavorable,False,Timing,Timing,Medium,2174.34,-142.6400000000001,Stable,2031.7,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC1001,Marketing Paid Media,Marketing,6900,Office Expenses,Opex,92570.44,93500.0,-929.56,-0.00994183789852434,Favorable,False,Timing,Timing,Medium,-2426.58,1497.02,Stable,-929.56,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC1001,Marketing Paid Media,Marketing,7000,Data & Analytics Tools,Opex,159961.81,165000.0,-5038.19,-0.030534469811228093,Favorable,False,Timing,Timing,Medium,21971.17,-27009.359999999997,Stable,-5038.19,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC1002,Marketing Brand,Marketing,6100,Paid Advertising,Opex,315926.55,330000.0,-14073.45,-0.04264682502571582,Favorable,False,Rate,Rate,Medium,29404.14,-43477.59,Stable,-14073.45,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC1002,Marketing Brand,Marketing,6200,Cloud Infrastructure,Opex,645461.56,660000.0,-14538.44,-0.0220279322376018,Favorable,False,Timing,Timing,Medium,-14331.05,-207.39000000000124,Stable,-14538.44,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC1002,Marketing Brand,Marketing,6300,Professional Services,Opex,175035.95,198000.0,-22964.05,-0.11598006799405697,Favorable,True,Volume,Volume,High,540.99,-23505.04,Stable,-22964.05,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC1002,Marketing Brand,Marketing,6400,Travel & Entertainment,Opex,95007.15,99000.0,-3992.85,-0.040331851397526486,Favorable,False,Rate,Rate,Medium,13422.97,-17415.82,Stable,-3992.85,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC1002,Marketing Brand,Marketing,6500,Software Licenses,Opex,238105.86,242000.0,-3894.14,-0.016091470004743473,Favorable,False,Timing,Timing,Medium,-8707.0,4812.860000000001,Stable,-3894.14,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC1002,Marketing Brand,Marketing,6600,Contractors,Opex,311196.16,275000.0,36196.16,0.13162238792195957,Unfavorable,True,One-Time,One-Time,High,3863.01,32333.15,Stable,36196.16,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC1002,Marketing Brand,Marketing,6700,Employee Benefits,Opex,440401.39,440000.0,401.39,0.0009122516225182134,Unfavorable,False,Timing,Timing,Medium,51043.35,-50641.96,Stable,401.39,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC1002,Marketing Brand,Marketing,6800,Training & Development,Opex,73498.84,77000.0,-3501.16,-0.04546966475329253,Favorable,False,Volume,Volume,Medium,121.89,-3623.0499999999997,Stable,-3501.16,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC1002,Marketing Brand,Marketing,6900,Office Expenses,Opex,96342.08,93500.0,2842.08,0.030396585519421204,Unfavorable,False,Timing,Timing,Medium,-3871.31,6713.389999999999,Stable,2842.08,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC1002,Marketing Brand,Marketing,7000,Data & Analytics Tools,Opex,159207.52,165000.0,-5792.48,-0.03510593354235552,Favorable,False,Timing,Timing,Medium,6654.11,-12446.59,Stable,-5792.48,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC1003,Marketing Events,Marketing,6100,Paid Advertising,Opex,358209.58,330000.0,28209.58,0.08548357393292666,Unfavorable,True,Rate,Rate,High,-13406.08,41615.66,Stable,28209.58,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC1003,Marketing Events,Marketing,6200,Cloud Infrastructure,Opex,692380.64,660000.0,32380.64,0.049061573756114016,Unfavorable,False,Rate,Rate,Medium,25258.64,7122.0,Stable,32380.64,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC1003,Marketing Events,Marketing,6300,Professional Services,Opex,198144.84,198000.0,144.84,0.0007314986201296531,Unfavorable,False,Timing,Timing,Medium,20906.16,-20761.32,Stable,144.84,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC1003,Marketing Events,Marketing,6400,Travel & Entertainment,Opex,98899.48,99000.0,-100.52,-0.0010153347933740883,Favorable,False,Timing,Timing,Medium,-2602.72,2502.2,Stable,-100.52,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC1003,Marketing Events,Marketing,6500,Software Licenses,Opex,241392.4,242000.0,-607.6,-0.0025107400001966734,Favorable,False,Timing,Timing,Medium,-31604.74,30997.140000000003,Stable,-607.6,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC1003,Marketing Events,Marketing,6600,Contractors,Opex,270359.09,275000.0,-4640.91,-0.016876040642107737,Favorable,False,Timing,Timing,Medium,11788.47,-16429.379999999997,Stable,-4640.91,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC1003,Marketing Events,Marketing,6700,Employee Benefits,Opex,436327.77,440000.0,-3672.23,-0.008345973056776722,Favorable,False,Timing,Timing,Medium,-15865.89,12193.66,Stable,-3672.23,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC1003,Marketing Events,Marketing,6800,Training & Development,Opex,80070.51,77000.0,3070.51,0.03987671041885331,Unfavorable,False,Timing,Timing,Medium,2526.47,544.0400000000004,Stable,3070.51,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC1003,Marketing Events,Marketing,6900,Office Expenses,Opex,104925.19,93500.0,11425.19,0.1221945360451828,Unfavorable,True,One-Time,One-Time,High,-3360.4,14785.59,Stable,11425.19,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC1003,Marketing Events,Marketing,7000,Data & Analytics Tools,Opex,161131.25,165000.0,-3868.75,-0.02344695630142787,Favorable,False,Timing,Timing,Medium,-843.84,-3024.91,Stable,-3868.75,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC2001,Engineering Platform,Engineering,6100,Paid Advertising,Opex,475491.07,450000.0,25491.07,0.05664682368292988,Unfavorable,False,Volume,Volume,Medium,-22608.2,48099.270000000004,Stable,25491.07,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC2001,Engineering Platform,Engineering,6200,Cloud Infrastructure,Opex,909020.51,900000.0,9020.51,0.010022793245716796,Unfavorable,False,Timing,Timing,Medium,-37662.62,46683.130000000005,Stable,9020.51,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC2001,Engineering Platform,Engineering,6300,Professional Services,Opex,274180.42,270000.0,4180.42,0.015483028937443633,Unfavorable,False,Timing,Timing,Medium,-6831.18,11011.6,Stable,4180.42,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC2001,Engineering Platform,Engineering,6400,Travel & Entertainment,Opex,140526.91,135000.0,5526.91,0.04094005499499172,Unfavorable,False,Volume,Volume,Medium,-7289.83,12816.74,Stable,5526.91,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC2001,Engineering Platform,Engineering,6500,Software Licenses,Opex,319790.98,330000.0,-10209.02,-0.03093641278305306,Favorable,False,Timing,Timing,Medium,4838.98,-15048.0,Stable,-10209.02,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC2001,Engineering Platform,Engineering,6600,Contractors,Opex,384023.44,375000.0,9023.44,0.02406250933697418,Unfavorable,False,Timing,Timing,Medium,15075.19,-6051.75,Stable,9023.44,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC2001,Engineering Platform,Engineering,6700,Employee Benefits,Opex,595754.78,600000.0,-4245.22,-0.007075372057832048,Favorable,False,Timing,Timing,Medium,-34642.57,30397.35,Stable,-4245.22,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC2001,Engineering Platform,Engineering,6800,Training & Development,Opex,103903.3,105000.0,-1096.7,-0.01044478682532883,Favorable,False,Timing,Timing,Medium,-2616.82,1520.1200000000001,Stable,-1096.7,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC2001,Engineering Platform,Engineering,6900,Office Expenses,Opex,127527.84,127500.0,27.84,0.00021834055331852037,Unfavorable,False,Timing,Timing,Medium,-2240.66,2268.5,Stable,27.84,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC2001,Engineering Platform,Engineering,7000,Data & Analytics Tools,Opex,224233.35,225000.0,-766.65,-0.0034073443357786268,Favorable,False,Timing,Timing,Medium,-8400.31,7633.66,Stable,-766.65,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC2002,Engineering Product,Engineering,6100,Paid Advertising,Opex,462279.71,450000.0,12279.71,0.027288251872910216,Unfavorable,False,Timing,Timing,Medium,1261.83,11017.88,Stable,12279.71,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC2002,Engineering Product,Engineering,6200,Cloud Infrastructure,Opex,902017.79,900000.0,2017.79,0.0022419853872135617,Unfavorable,False,Timing,Timing,Medium,48722.76,-46704.97,Stable,2017.79,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC2002,Engineering Product,Engineering,6300,Professional Services,Opex,286139.18,270000.0,16139.18,0.05977474420865786,Unfavorable,False,Rate,Rate,Medium,-962.79,17101.97,Stable,16139.18,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC2002,Engineering Product,Engineering,6400,Travel & Entertainment,Opex,131982.79,135000.0,-3017.21,-0.02234968815146194,Favorable,False,Timing,Timing,Medium,7753.87,-10771.08,Stable,-3017.21,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC2002,Engineering Product,Engineering,6500,Software Licenses,Opex,346320.12,330000.0,16320.12,0.04945489931088125,Unfavorable,False,Rate,Rate,Medium,-5630.79,21950.91,Stable,16320.12,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC2002,Engineering Product,Engineering,6600,Contractors,Opex,382914.09,375000.0,7914.09,0.021104229186764162,Unfavorable,False,Timing,Timing,Medium,-11591.09,19505.18,Stable,7914.09,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC2002,Engineering Product,Engineering,6700,Employee Benefits,Opex,690760.28,600000.0,90760.28,0.15126713006122275,Unfavorable,True,One-Time,One-Time,High,-28393.52,119153.8,Stable,90760.28,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC2002,Engineering Product,Engineering,6800,Training & Development,Opex,102030.96,105000.0,-2969.04,-0.028276538005402765,Favorable,False,Timing,Timing,Medium,-1851.73,-1117.31,Stable,-2969.04,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC2002,Engineering Product,Engineering,6900,Office Expenses,Opex,134497.26,127500.0,6997.26,0.05488048754321259,Unfavorable,False,Rate,Rate,Medium,2173.85,4823.41,Stable,6997.26,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC2002,Engineering Product,Engineering,7000,Data & Analytics Tools,Opex,217571.41,225000.0,-7428.59,-0.03301595544086199,Favorable,False,Timing,Timing,Medium,4961.5,-12390.09,Stable,-7428.59,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC2003,Engineering Infrastructure,Engineering,6100,Paid Advertising,Opex,377035.59,450000.0,-72964.41,-0.16214312608338552,Favorable,True,One-Time,One-Time,High,-67739.26,-5225.150000000009,Stable,-72964.41,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC2003,Engineering Infrastructure,Engineering,6200,Cloud Infrastructure,Opex,868386.0,900000.0,-31614.0,-0.03512666461744317,Favorable,False,Timing,Timing,Medium,-39238.74,7624.739999999998,Stable,-31614.0,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC2003,Engineering Infrastructure,Engineering,6300,Professional Services,Opex,264072.12,270000.0,-5927.88,-0.021955110597786237,Favorable,False,Timing,Timing,Medium,-9620.11,3692.2300000000005,Stable,-5927.88,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC2003,Engineering Infrastructure,Engineering,6400,Travel & Entertainment,Opex,142025.95,135000.0,7025.95,0.05204404497249607,Unfavorable,False,Rate,Rate,Medium,6218.56,807.3899999999994,Stable,7025.95,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC2003,Engineering Infrastructure,Engineering,6500,Software Licenses,Opex,332909.68,330000.0,2909.68,0.008817216464837407,Unfavorable,False,Timing,Timing,Medium,44781.86,-41872.18,Stable,2909.68,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC2003,Engineering Infrastructure,Engineering,6600,Contractors,Opex,392809.22,375000.0,17809.22,0.04749125538482714,Unfavorable,False,Rate,Rate,Medium,-55005.4,72814.62,Stable,17809.22,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC2003,Engineering Infrastructure,Engineering,6700,Employee Benefits,Opex,632731.84,600000.0,32731.84,0.05455306360697536,Unfavorable,False,Volume,Volume,Medium,18145.76,14586.080000000002,Stable,32731.84,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC2003,Engineering Infrastructure,Engineering,6800,Training & Development,Opex,102324.14,105000.0,-2675.86,-0.025484359006303206,Favorable,False,Timing,Timing,Medium,-1793.11,-882.7500000000002,Stable,-2675.86,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC2003,Engineering Infrastructure,Engineering,6900,Office Expenses,Opex,125149.36,127500.0,-2350.64,-0.01843637830852602,Favorable,False,Timing,Timing,Medium,5568.73,-7919.369999999999,Stable,-2350.64,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC2003,Engineering Infrastructure,Engineering,7000,Data & Analytics Tools,Opex,218423.99,225000.0,-6576.01,-0.02922672294318215,Favorable,False,Timing,Timing,Medium,8041.83,-14617.84,Stable,-6576.01,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC3001,Finance G&A,G&A,6100,Paid Advertising,Opex,235709.78,240000.0,-4290.22,-0.01787591956796421,Favorable,False,Timing,Timing,Medium,-1432.49,-2857.7300000000005,Stable,-4290.22,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC3001,Finance G&A,G&A,6200,Cloud Infrastructure,Opex,492471.09,480000.0,12471.09,0.025981436026998463,Unfavorable,False,Timing,Timing,Medium,13080.85,-609.7600000000002,Stable,12471.09,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC3001,Finance G&A,G&A,6300,Professional Services,Opex,140866.04,144000.0,-3133.96,-0.021763622711944625,Favorable,False,Timing,Timing,Medium,-2692.37,-441.59000000000015,Stable,-3133.96,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC3001,Finance G&A,G&A,6400,Travel & Entertainment,Opex,72375.11,72000.0,375.11,0.005209829914248912,Unfavorable,False,Timing,Timing,Medium,-570.2,945.3100000000001,Stable,375.11,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC3001,Finance G&A,G&A,6500,Software Licenses,Opex,177793.45,176000.0,1793.45,0.010190037893586239,Unfavorable,False,Timing,Timing,Medium,-2451.11,4244.56,Stable,1793.45,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC3001,Finance G&A,G&A,6600,Contractors,Opex,201655.33,200000.0,1655.33,0.008276674404518257,Unfavorable,False,Timing,Timing,Medium,-901.47,2556.8,Stable,1655.33,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC3001,Finance G&A,G&A,6700,Employee Benefits,Opex,318335.39,320000.0,-1664.61,-0.0052019180371044825,Favorable,False,Timing,Timing,Medium,9458.36,-11122.970000000001,Stable,-1664.61,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC3001,Finance G&A,G&A,6800,Training & Development,Opex,54657.83,56000.0,-1342.17,-0.023967305713359123,Favorable,False,Timing,Timing,Medium,-689.48,-652.69,Stable,-1342.17,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC3001,Finance G&A,G&A,6900,Office Expenses,Opex,65981.14,68000.0,-2018.86,-0.0296891132155722,Favorable,False,Timing,Timing,Medium,-698.58,-1320.2799999999997,Stable,-2018.86,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC3001,Finance G&A,G&A,7000,Data & Analytics Tools,Opex,123089.52,120000.0,3089.52,0.025745980810198667,Unfavorable,False,Timing,Timing,Medium,-387.46,3476.98,Stable,3089.52,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC3002,HR Operations,G&A,6100,Paid Advertising,Opex,246264.46,240000.0,6264.46,0.02610192591576909,Unfavorable,False,Timing,Timing,Medium,-4776.31,11040.77,Stable,6264.46,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC3002,HR Operations,G&A,6200,Cloud Infrastructure,Opex,511912.89,480000.0,31912.89,0.06648518341984033,Unfavorable,False,Volume,Volume,Medium,-1515.05,33427.94,Stable,31912.89,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC3002,HR Operations,G&A,6300,Professional Services,Opex,142161.8,144000.0,-1838.2,-0.012765297746136325,Favorable,False,Timing,Timing,Medium,3538.51,-5376.71,Stable,-1838.2,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC3002,HR Operations,G&A,6400,Travel & Entertainment,Opex,70095.58,72000.0,-1904.42,-0.026450244825510554,Favorable,False,Timing,Timing,Medium,-279.65,-1624.77,Stable,-1904.42,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC3002,HR Operations,G&A,6500,Software Licenses,Opex,177608.27,176000.0,1608.27,0.009137923825144778,Unfavorable,False,Timing,Timing,Medium,3062.62,-1454.35,Stable,1608.27,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC3002,HR Operations,G&A,6600,Contractors,Opex,202864.24,200000.0,2864.24,0.01432119133611813,Unfavorable,False,Timing,Timing,Medium,2043.94,820.2999999999997,Stable,2864.24,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC3002,HR Operations,G&A,6700,Employee Benefits,Opex,334937.09,320000.0,14937.09,0.04667842109572393,Unfavorable,False,Volume,Volume,Medium,250.0,14687.09,Stable,14937.09,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC3002,HR Operations,G&A,6800,Training & Development,Opex,57134.35,56000.0,1134.35,0.020256293345595318,Unfavorable,False,Timing,Timing,Medium,-1136.73,2271.08,Stable,1134.35,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC3002,HR Operations,G&A,6900,Office Expenses,Opex,71171.2,68000.0,3171.2,0.046635293214565,Unfavorable,False,Rate,Rate,Medium,1415.46,1755.7399999999998,Stable,3171.2,Hard Closed,False,0.0,0,Final,Ready,True
2024,6,FY24-P06,CC3002,HR Operations,G&A,7000,Data & Analytics Tools,Opex,117741.44,120000.0,-2258.56,-0.018821302084650667,Favorable,False,Timing,Timing,Medium,-442.93,-1815.6299999999999,Stable,-2258.56,Hard Closed,False,0.0,0,Final,Ready,True
